date,month,year,APN,ANT,AST,BRT,BRV,BRD,BTH,BLB,BOC,BMP,BQC,BWN,BWS,BDP,BIO,BUC,BCL,BTV,CCH,CVE,CMN,CFW,ALM,CPL,CSI,CAS,SLW,CHB,CHY,JNN,CLK,CLA,CGS,CMB,CTG,CYC,MNC,CNV,CUY,MHV,DLV,DNP,DON,DNL,DWN,EPK,ELC,ENR,ENG,FLR,FOL,FRL,FMD,FRD,MIL,GLK,GBR,GBL,PWL,GNT,DAV,HWE,HNS,HID,MEA,HNT,ICH,INL,MMW,INV,IRC,ISB,JCK,ATN,KNT,KRH,KES,LFY,LGT,HMT,HNN,HDG,LVD,TAH,LVY,LRA,LEW,LNG,LGV,CRW,LON,LSB,LWB,CRY,HHL,LYS,SWB,MPL,EDN,MRT,MAT,MHW,MCO,MCS,MMR,MDO,BER,MOR,MRR,NCM,NAT,BUL,MCR,NHG,NML,NCA,ONF,HTH,ORO,LOT,PAR,HVS,PRR,PLL,PNF,PT6,PT7,BIT,PRS,PYM,QUL,RLC,RDN,RLF,RLL,RTD,SDB,SLN,SLS,SNN,SAT,SGB,SNL,SLF,LUS,SPB,SVT,PRU,SGC,SFL,SHA,SHV,SIV,SKN,SLB,SLC,JNK,SOL,SLJ,SLK,SPG,SPM,STP,STG,SCC,STD,SW3,TRM,TAB,TMT,TNM,CLE,TUL,TLC,TWT,UNV,KLM,USL,VIL,TAE,VLP,WRS,WHR,WHI,WSN
1995-05,5,1995,8887,24291,6155,43448,72930,96200,4792,128446,34224,3652,26790,38015,128499,22090,60020,144045,104867,45885,144791,97626,308680,104800,1097736,13700,254220,312921,70516,10090,225500,8608,282216,312022,139,5555,30708,15490,90226,43369,3602,1726800,39808,1731000,63800,7977,48220,48461,108680,26200,72074,6908,743895,13840,120520,57570,263500,3426,93230,8583,18350704,21240,85541,25460,48675,86093,19921200,48852,37781,14900,21134,286017,5432,406279,56820,208870,32795,3968,21957,3780,350,13537,31000,33925,25462,273400,7426,88729,13993,19792,96500,97800,59722,21792,50469,52497,203725,4935,17653,123783,20000,11392,840,161045,33695,10119,6024,17000,1487130,50514,4058,347660,7606,946806,800700,297103,1399000,22430,42170,137000,3452965,44278,210940,603400,120417,77700,611905,14606,31945,39680,12917,161258,6603,11343,24542,14680,65988,45600,1189,23880,132970,12894,48813,40000,2009440,947628,1061812,36310,90360,87100,27000,48547,4296429,90358,4588,39281,17078,63435,41039,650,10529,1461,,118874,197681,47522,80668,29562,28055,107417,35765,58117,1970,2347144,64600,26266,143180,265238,506700,38190,34440,25885,0,244857,37355,237577,52670
1995-06,6,1995,8234,23305,5901,41203,72210,96400,4806,123408,38557,3529,26900,49415,129175,32310,59600,132397,104682,44165,144591,95784,360840,102700,1130796,20000,252775,315029,69744,9990,273000,7945,271850,285932,120,5555,88968,11751,86003,45354,1788,1697900,39702,1810000,62600,9228,45700,50965,110062,26000,71161,60942,953056,13840,135416,56285,488100,8554,88510,8600,21298896,31520,84010,29800,46086,77474,20012992,85923,45192,16600,22803,270632,10360,505014,66425,209050,31648,3830,21187,3730,350,13537,30500,33713,25428,409900,7845,87150,13845,17110,94990,118000,76056,21521,51223,50041,208719,4916,17751,124999,20000,7662,660,163539,32155,10122,5968,17000,1454728,50329,4209,340720,7728,970583,977200,285392,1680000,22303,47204,336000,3512826,45325,211510,612200,120125,78000,900163,13636,30532,35738,27035,159406,7127,12000,24211,14980,65988,46000,4134,26690,134979,12894,48813,34056,1876744,827857,1048887,35050,88120,85900,27580,48402,4237107,118321,7396,39677,17049,62538,41000,650,10155,6643,,182945,230935,49450,81279,28149,27063,142638,45384,68691,2860,2388116,64200,32730,130749,275071,507540,35320,34890,88795,0,240375,36791,239303,97193
1995-07,7,1995,7160,22732,5044,38502,70600,97300,4972,105933,36821,3514,25360,56021,131792,42280,58680,121474,98839,45257,141767,91591,381230,99100,1104970,21500,250328,310647,69379,9790,271800,7360,249600,231887,0,5527,120051,11481,76941,43475,867,1637000,39358,2024000,63400,9325,39150,50170,107962,27400,68043,62138,604576,13840,132331,54627,518400,17437,78540,8322,23307008,48800,81660,34730,42178,61446,20240992,87452,44901,17500,22860,261444,15969,535767,67936,207130,29892,3800,21348,3660,338,13308,28077,32452,25391,480700,7785,84558,14015,13531,83436,162000,75274,21167,50924,46937,199777,5997,18193,122093,20000,6244,930,164419,31523,9072,5955,23080,1405396,49016,4249,313610,8157,917851,1016000,266329,1833000,21572,51260,361700,3428021,46342,207090,571300,120979,75600,924846,14455,20435,38257,30175,159989,8447,10111,24020,15470,65988,43800,8225,22480,141286,13011,48813,21850,1763906,690476,1073430,31670,82960,80600,26380,46837,3836077,132397,8505,39174,15396,58842,37296,696,9724,13002,,178709,227706,48890,66773,27922,24795,105621,32285,56458,1800,2253997,64100,31110,112976,274922,431730,32390,34020,122245,0,234589,36287,238503,124292
1995-08,8,1995,6422,21975,3889,36013,69280,97400,4738,76473,37193,3567,23530,47190,103640,41610,58020,114818,84619,46749,138256,87354,369690,89500,1019266,21300,247011,300706,68539,9530,268900,6560,227996,180220,109,5362,102785,11077,65342,38916,768,1637700,39134,1947000,61400,8350,29000,48107,104026,20100,68547,62948,574454,12628,111729,49383,416100,17047,68420,7186,22972192,47500,77950,34800,37745,48460,20234096,87622,38329,17500,22860,250556,18032,408918,61090,204470,28210,3532,21732,3590,341,12554,26154,30853,25233,455100,7366,79856,13955,13032,68500,173400,59774,20787,43428,42744,169223,5617,17809,104684,19400,2350,731,162895,31811,8556,5898,14508,1354251,47399,4037,308415,7724,829936,934800,243081,1791000,20649,51073,356600,3181820,47446,160410,571300,125743,69100,726527,13394,32351,38380,24016,162734,7784,9277,25073,15170,62784,40700,9658,21310,126282,13436,46289,12841,1499314,421658,1077656,28870,77610,69500,24850,42199,3390702,135000,7980,40215,15075,49581,34250,676,9295,12822,,156959,204435,49223,47752,27298,22209,68547,45697,69515,2200,2051749,64500,29556,91069,249101,316060,29420,31730,123555,0,226511,35622,239111,118647
1995-09,9,1995,5772,21028,2732,35339,67990,81900,4875,65965,29302,3428,20160,47053,89130,33200,57350,106760,71811,44165,134855,84942,315730,92600,953932,18580,244080,297229,53808,9360,258800,5987,211488,141770,0,4438,88538,10121,56610,37738,726,1635000,34670,1772000,60900,5508,22620,44912,99823,10900,63527,42296,466149,12268,91429,46314,319200,15419,59870,6559,22311104,46840,74858,29400,33708,47164,20713792,87486,27651,16600,15917,247412,16351,336482,46928,202570,27212,3984,21295,3540,335,11963,25357,29788,25098,407500,6806,74880,13926,12598,59913,163500,34516,20496,35307,38912,164231,3210,14532,91668,17964,788,610,165430,29722,9983,6088,12410,1318999,45822,3891,265765,7350,791168,816100,222513,1763000,19403,46023,341200,2897173,47200,157250,588300,125903,61900,637779,15567,33540,37893,16219,167805,8130,9000,25177,8245,44379,36500,9068,20320,100414,14298,44497,8289,1524232,442387,1081845,26960,75000,58600,23540,38442,3136430,128346,5250,40172,15098,44166,31765,635,8904,12647,,135483,202750,35462,33574,26649,19960,8396,27349,51431,2200,1872589,61500,9257,76398,212571,240910,27050,28630,112926,0,219088,34907,238215,89411
1995-10,10,1995,5018,19868,1603,35666,66402,74700,4808,41943,21046,3441,18450,46200,58142,32920,57000,106044,65738,35847,131787,83879,272210,96100,918438,15083,241700,280139,43295,9220,243000,6048,205134,116284,0,3843,58058,8455,48543,29164,768,1564000,29834,1624000,43500,4270,20540,41804,94940,1960,62065,6438,386400,12023,69700,45331,279400,14573,58870,5886,21932992,46410,72387,25620,31200,38870,20963008,83095,26407,15600,4291,245072,8164,284884,29800,201050,26524,3576,22733,3490,328,11308,25357,28794,25360,358700,5680,67868,13845,10083,53100,144600,29876,20295,26250,36257,142400,2203,11338,66370,17964,789,620,137188,20630,9072,5873,12000,1298500,44681,3964,241050,8138,732645,664500,206039,1765000,17636,48544,316600,2800576,44686,189880,596500,122197,55200,541732,15070,33307,37770,9984,164750,8009,8386,20303,983,57300,31900,8492,19300,70072,14248,42090,5930,1637786,504755,1133031,25310,75260,48000,21630,37033,3104548,121080,2751,38706,15459,26500,29126,677,8578,12397,,115557,201460,37469,20327,23323,19782,10176,35208,57765,2390,1793073,54400,5870,73132,176923,222940,25140,26820,110181,0,211662,34255,219756,82735
1995-11,11,1995,5126,19090,1114,34073,65551,62000,4335,29435,17965,3127,19450,38200,35560,37510,56840,99659,57274,29209,129995,81248,271840,99500,868496,12965,240117,276275,38757,9150,242600,6759,206400,109319,4,5003,58340,7640,45117,22067,646,1450300,27792,1607000,39300,2980,20100,41380,92394,38,60053,1267,307000,11722,56500,45164,265200,11534,58900,5403,21680304,45110,70764,26650,30977,35053,21504992,56688,26068,14900,5036,244064,8090,247074,29400,200100,25448,3968,21952,3470,328,10783,23786,27954,25382,328300,4081,65772,13830,8973,49500,131300,29138,20197,16475,31476,123500,1368,8437,44575,17964,789,560,107725,16946,8496,6000,14588,1285000,43947,3413,223090,7710,682170,638200,184202,1784000,16417,49049,298400,2775753,45283,191650,543100,117065,45600,563390,14556,33400,38195,9970,164081,8088,7800,25214,60,52700,27500,7503,19309,51408,14579,39943,4338,1664769,616579,1048190,25330,75070,41700,20435,37697,3040780,124261,1570,35286,15390,17900,27490,520,7996,11934,,105397,200881,37670,10699,20267,16155,10050,22918,46991,3080,1764355,55800,5870,,151553,230560,24020,25400,107898,0,204782,33985,205357,66216
1995-12,12,1995,7117,19842,1114,32449,65126,53700,4914,34106,22298,3808,21030,41400,56612,37090,57200,99486,66369,32804,128584,81248,267110,102100,874126,12555,238910,264823,38917,9390,247100,6923,210000,160325,4,5555,68177,8184,66341,22787,646,1627000,26239,1633000,31300,3550,27650,45892,89628,6980,68876,1159,317700,13807,65400,46089,304200,8723,65810,5261,21392000,44470,72313,27260,29630,27937,21600992,34160,28819,15200,6014,253832,7063,246474,34400,201050,26811,3694,21435,3550,350,10914,25938,28250,24359,372100,3723,64674,13601,9847,54700,129200,41634,20244,14675,34122,123000,2681,6117,36524,19355,791,620,107186,17308,9258,6086,17107,1342900,43476,3198,224260,8148,682706,632300,181430,1826000,22175,46233,292400,2702081,45469,205783,546000,111883,61300,594389,15382,33540,32000,10071,161670,8462,8000,24681,940,55000,50500,6054,19146,41787,14487,40334,4241,1646822,735465,911417,20040,73890,45400,19500,40371,3267676,122960,2841,33942,15471,21200,27800,540,9660,11485,,99710,203689,38603,11156,20082,15142,8215,43989,67820,2260,1861369,56000,8000,51435,158003,357630,24950,24050,109676,0,222803,33610,204828,51920
1996-01,1,1996,8891,20709,2720,31065,64842,50000,5063,54292,28058,4017,21610,40600,41500,37320,57900,105182,74745,43776,128079,98486,289690,106400,899764,12380,238822,255576,39032,10090,239400,8254,225620,254910,5,5555,60661,12794,77631,27591,576,1631800,37377,1691000,22300,3700,31200,49382,86108,17600,69523,2530,504000,13840,77600,47467,366500,6713,73360,5774,20946400,42980,74782,33560,28553,33661,21643008,5906,30223,15300,5690,261064,7219,256320,39700,211995,32895,3645,22934,3840,350,10848,31000,27059,17510,452600,4209,67868,13800,11559,62500,132000,49479,22313,17677,44621,123100,3724,4979,43812,19355,798,750,101912,16426,9099,6046,20600,1444000,43426,3920,264590,8021,739717,680400,190195,1909000,22430,46442,283000,2750028,45909,201640,568500,110988,62600,636718,12032,31678,38134,9699,158936,7487,8755,24870,900,66700,50900,4844,19599,46280,15009,44662,4117,1934442,873031,1061411,33130,72890,50600,19200,48547,3519356,109832,3423,38420,14667,34000,32970,600,10572,9900,,94544,204013,38042,16061,19956,21017,11875,30478,53803,2720,1955924,55500,27598,41000,173977,406200,30200,23210,111786,18,264708,33432,197012,57370
1996-02,2,1996,8891,23125,6155,32087,72064,78300,4857,62007,32719,4017,21560,55200,100842,37590,60130,121124,88752,33450,143991,96900,277910,106600,994617,14433,242755,277050,38915,9960,245600,8788,331928,319531,454,5555,61962,20597,79175,33826,845,1666000,39281,1735000,20400,4520,20000,49452,84383,21700,70584,1276,361900,13840,105600,55903,455900,5053,93800,7624,20692496,42550,78414,30600,28850,48181,22031008,37389,34535,16300,6489,258290,3570,319410,54600,252450,32995,3620,20663,4220,350,11603,31000,28652,18255,561500,5528,90068,14091,17110,74900,138800,63280,20660,30158,53369,170900,4586,10245,80920,20000,822,620,123046,34155,9302,5986,16053,1622400,43891,3993,254860,7946,762386,729300,194357,2037000,22430,42997,271400,2729463,45365,199890,569800,120305,62400,797684,15382,33675,38625,9588,164611,6882,9000,25082,3600,66800,49700,3610,26175,78698,18496,47428,24269,2024533,947621,1076912,35460,72170,57100,20070,48547,3694201,94816,3904,31026,13944,58000,41033,546,10572,7883,,106686,204468,39042,35478,20331,20278,23098,44298,67529,3700,2074036,54500,24165,65660,229421,440140,36730,22750,96537,65,258722,37924,219971,67194
1996-03,3,1996,8891,23466,6000,33106,71332,78400,4614,98217,32501,4017,26440,53800,90045,41230,60080,121203,89272,33306,151173,97484,225750,105500,1033643,15498,244346,302207,39025,9930,233200,8558,368344,316897,10,5555,72786,16760,87812,33887,1447,1632500,39562,1703000,8190,4320,46720,48603,82899,24700,68707,1421,626900,13840,104500,57231,505400,2977,96120,7592,20220304,43400,77565,31230,27427,52830,22031008,44502,34217,12500,12734,266673,3741,377532,54600,267700,32717,3532,21989,4330,350,12226,31000,29990,19242,609300,5535,88259,13484,17657,81000,127500,60083,21976,33260,57240,184600,4586,13589,38179,20000,852,400,152133,28479,8779,6038,17311,1607500,44229,3691,286965,8110,796356,702600,221335,2049000,22430,41759,242700,2985016,44126,203070,527000,123964,71200,837216,14129,32216,39992,9585,165930,7632,11343,24640,976,66600,48700,1865,23887,78720,18517,49627,41563,2023644,964924,1058720,34670,71120,61300,21070,48547,3882865,83584,4029,28722,14098,59100,41480,600,10534,4878,,91149,203884,49622,44560,20773,19165,19589,34896,58750,2260,2170173,56500,26488,79674,230259,466080,38740,22850,75410,110,245385,39895,209145,43056
1996-04,4,1996,8891,23809,6000,31581,71469,96400,4477,129282,37053,3981,23750,58000,112905,36310,60190,130970,99201,15808,151458,96500,247460,105900,1047569,17586,243019,309579,38901,10060,226500,8514,374080,312511,0,5555,68317,11961,91501,40245,780,1707000,39999,1724000,30000,5930,47400,48461,79530,25500,67748,4692,781700,13840,123800,57038,454400,2270,95970,7600,20186496,46190,80793,24440,24946,66221,21882000,44892,38207,12600,18770,275067,6275,461234,55600,272260,32868,3605,22217,4310,350,12357,31000,29430,19194,645000,7334,88708,13830,17359,92800,122100,65882,21517,44810,59877,198300,4800,18133,79755,20000,858,840,165638,29167,9733,5870,15884,1598400,43668,3972,293825,8058,902620,788400,223834,2038000,22430,44036,274400,3243172,44583,200610,580800,123851,77400,854899,14837,33675,39429,19239,166719,7578,10927,25259,13310,66500,49200,1654,23828,107055,15628,49627,40731,1885781,913711,972070,34990,71030,62600,20160,48547,4307671,105074,4602,33428,14943,63900,41331,640,10398,2445,,123497,215520,48382,62646,20709,17341,93614,34966,58385,3080,2288166,60900,30000,70500,255236,505100,38560,22510,65693,171,246098,40307,238247,73780
1996-05,5,1996,8891,23390,6155,30248,70306,97100,4852,130417,38842,3694,24250,68300,133892,30820,60160,133900,103392,4406,148769,95360,376860,105100,1128634,20899,240650,317587,38380,10030,261200,7870,374080,291571,0,5555,114979,12420,90681,44139,844,1734400,40006,1849000,63400,8830,43240,51038,74855,25100,70461,41204,936300,13840,135600,56365,484800,7616,95500,7240,21389408,48160,81858,32390,21430,68609,21672000,85331,44513,16100,22577,280254,7288,530544,69400,286475,32895,3644,19350,4290,344,12291,31000,28162,19063,713800,7863,84724,13763,17085,95300,127100,73983,21110,51519,54200,208100,4925,18074,121136,20000,829,400,165404,34254,8211,5860,19274,1590700,42517,4124,270580,8058,963028,942100,218577,2162000,22430,48650,312600,3504341,46853,202700,609800,121745,79100,915501,14230,31898,40371,29850,160386,8041,10876,24600,15290,66500,48000,2864,23371,135112,15684,49461,40407,1643454,800219,843235,34350,69760,63400,18485,48547,4512578,130802,8495,38940,15526,64000,41104,,10171,4300,,181187,238501,48331,76598,19997,14932,140011,34483,57008,1910,2399622,65400,28068,62551,271183,509220,37690,21880,93889,152,243488,39895,238855,118696
1996-06,6,1996,8190,22886,5655,30326,67841,97200,4953,122309,38272,3761,25420,59000,133416,42280,59830,132131,103026,4432,144890,92283,398280,99700,1088391,21303,230900,313689,38565,9840,271200,7349,355958,234859,0,5555,121322,11934,88773,42775,790,1685800,39660,1960000,63600,8420,37500,50134,70356,25700,66500,64792,902900,13840,130000,53539,489000,13536,87240,6652,22410000,47720,79774,33560,17494,58412,21556992,88351,45598,17400,20914,275847,14859,522041,68700,263000,31398,3576,21020,4220,,12095,29500,26794,18878,740900,7830,78649,13807,14756,89800,151000,75386,20778,49231,51728,194900,6207,17868,116815,20000,799,400,161045,29442,8361,5948,18140,1549800,40935,4194,261300,8426,942024,969900,202696,2184000,22183,42042,359200,3441019,41734,197780,594200,121159,77700,896199,9029,32668,38564,28000,152120,8393,10000,24726,15510,66100,47300,5823,22625,140999,14469,48567,32578,1350109,562881,787228,31800,70020,64100,16170,48388,4194201,133543,8525,40529,15479,57300,40788,674,9714,9967,,181970,224400,46595,68700,15887,12656,125008,29385,52948,1860,2322070,64500,28609,47903,273553,428340,36220,21160,124702,146,238427,39601,237609,117677
1996-07,7,1996,7780,22085,4611,30411,64984,97200,4894,106083,37613,3295,22560,53200,87532,40740,59300,112401,96682,4406,136068,88302,335770,86500,1022918,21587,234116,307623,38825,9600,261200,7118,332630,176480,0,5417,100592,11635,79887,36361,685,1649000,39211,1875000,57800,8990,28250,48815,65724,23000,65736,64108,836500,13742,114000,49500,357700,16629,77850,5937,22219504,45540,76300,31090,10981,42886,21532992,89009,42928,17100,17218,266229,20187,433539,68600,254255,29225,4030,23141,4140,331,11537,27654,25490,18703,717500,6869,72185,13697,13372,82600,157700,67283,20402,43155,48078,170300,5525,17577,99398,19838,789,353,150298,34615,8329,5925,20480,1497400,39704,4218,258800,8296,854486,887200,182020,2102000,21665,48730,355700,3052191,39243,199850,581400,119945,70300,637917,14253,33447,36091,25800,162935,7510,9767,23892,15230,61000,44500,7780,20925,124602,13347,47186,23163,979318,228972,750346,27730,65950,64600,13290,45780,3747388,133434,7810,36863,15927,43800,38761,687,9228,12941,,159894,204955,40672,47108,15495,10189,44838,36714,60202,2390,2119782,65600,23579,32993,261451,322720,33730,20640,124609,136,232189,39018,237481,118490
1996-08,8,1996,6509,20824,3515,30447,62738,93100,4894,81344,28264,3543,21450,45200,71200,28260,57950,97572,81395,4406,127665,81770,303060,60800,952919,19679,232560,287942,38846,9380,241800,6550,315160,134358,0,4796,78524,11268,70593,35060,617,1646000,38661,1749000,43600,8290,21080,45891,60884,8990,66117,26248,762800,13022,100400,44761,249300,14611,68930,5791,21580400,43190,72833,29780,8013,30650,21500000,88680,35825,16000,12416,239852,14223,343172,60400,242700,28137,3937,22614,4060,322,10550,25819,24166,18475,663400,5721,68078,13971,9316,75200,139200,57449,20012,35244,42132,138000,3440,16480,56883,17750,786,350,142259,29584,8304,5747,15884,1447100,38625,3789,228805,8446,734007,779900,160831,2031000,19843,49687,339300,2743821,37030,200020,594700,117621,59200,406411,15048,33447,35036,21983,162647,7385,9469,25069,11410,58600,39700,8142,19128,99064,12110,46455,14220,753481,124605,628876,24800,63640,64300,10940,40770,3289338,134370,6699,41752,15639,27200,36169,688,8781,12924,,134840,202298,35097,15013,14962,7495,9812,51108,74803,2790,1898078,65200,22000,18873,237447,238840,31240,20130,124479,42,224640,38498,238023,109564
1996-09,9,1996,8891,19601,2483,30541,60915,87400,4838,62170,19831,3646,20670,38700,63197,20360,57380,91655,69714,4393,120193,78660,285050,49900,897534,17569,227183,284346,39724,9190,213700,5997,294480,110955,0,3034,60461,10703,72938,34734,578,1578400,33073,1690000,32400,5330,15000,42712,56504,0,66211,1074,726300,12036,90000,43374,237200,14714,62030,5607,21155100,40770,69960,28500,5861,22525,21614000,82707,30268,14800,6115,218804,13042,288143,52100,229010,32895,3679,21217,,314,10318,25286,22836,18326,595800,4816,64913,14562,7193,68100,117200,52064,19722,35307,36969,113300,1897,13667,20247,16820,789,620,151537,24316,8599,5992,17005,1412300,36882,3972,205672,8148,684200,702100,148384,1988000,22430,41862,312800,2735516,35919,200260,596700,126361,41300,335773,15018,33768,38072,15672,157704,6890,9000,9880,4903,47300,34600,8017,17940,72467,13831,45442,7800,914750,174371,740379,22670,61670,57300,9305,37257,3088810,130054,4841,39334,14588,22200,34015,667,8369,11313,,117808,200527,34560,11189,14500,5545,10653,15771,37251,2790,1712732,60100,23064,0,205891,190350,29690,19790,110721,18,216869,38096,238855,105812
1996-10,10,1996,5540,18645,1480,30740,59130,73681,4887,41101,14107,3197,18850,38200,46288,20250,57080,82628,59086,4393,116138,75487,302540,46400,838866,14295,224400,286504,36525,9100,192033,6206,289476,83199,0,4128,53807,9003,72938,32073,551,1497400,25610,1624829,24372,3569,14660,39921,52395,2,65224,1091,635400,6792,76000,42698,200293,11095,61430,5224,20968000,41080,67937,27420,6515,19465,21714000,73401,23679,13735,4571,216960,12879,256014,43600,220370,26874,3953,20811,3700,313,8687,24090,21694,18263,538200,3776,60387,13860,6034,61300,97800,46897,19543,24516,36571,108200,1740,9471,13107,16872,793,520,131846,23461,8394,6085,21120,1390300,35885,4252,190850,8138,614098,631375,143536,1984670,16630,48597,286533,2683587,35046,161850,580200,124237,25498,350428,15120,33722,40120,9929,146503,7864,9204,25087,1401,49900,29812,7990,17303,57074,13903,44015,5382,1175411,332241,843170,22370,59760,50002,7495,35091,3072426,120226,2812,37507,16074,27600,29125,641,7973,10635,,97066,199886,36659,8460,14040,5428,7084,15914,39235,2390,1617455,56116,10806,0,182683,193030,28590,19589,95978,38,209447,37639,218598,94233
1996-11,11,1996,5288,18662,847,31101,60503,75537,4820,39592,12404,3576,24410,41300,50619,28360,57180,89645,54597,4432,115514,73986,316840,64500,797006,13555,225404,287087,24169,9320,183025,7121,303380,89714,197,5561,46218,7953,72502,29711,569,1526900,20068,1677941,17152,3640,17480,40680,48967,16566,61568,1214,564900,6671,68800,43130,283914,9015,62810,5804,20894800,41290,67329,30780,7582,28189,21876000,69168,28011,13829,4811,217546,7403,249555,39100,217950,25712,3664,21380,3660,350,9386,24180,22034,18274,561500,3560,59771,13785,6199,55400,108600,43678,20660,17025,36178,113800,2855,9856,35870,18071,793,447,119510,24196,8788,6059,17328,1389200,35480,4436,200725,8281,607213,670778,144028,1989631,17017,46600,300690,2715028,33057,164010,563900,125400,23888,438539,15225,33493,31672,9794,150494,5610,10011,24399,2503,58000,33334,6500,17019,47889,15259,43778,5085,1596193,547719,1048478,23160,57847,48650,6820,36930,3187863,112799,3300,40064,16236,42300,32290,650,7787,9515,,91357,203203,37000,18145,13905,5457,16323,32685,55952,2080,1667476,55249,10016,0,197812,252800,27050,19934,89104,52,205859,38268,240328,89567
1996-12,12,1996,8891,23944,1500,31509,61613,66463,4607,73456,23068,4017,29180,62300,106089,31896,58240,112294,79716,7983,123510,90489,307970,114200,873391,14620,231866,288359,14977,9660,181785,8149,340370,220026,1972,6555,27334,22738,89136,34417,636,1577800,30161,1799808,44380,5548,42000,49665,46490,26243,79145,1537,496900,10719,95100,47985,448501,6522,91200,8530,20497900,41820,72572,28030,8534,34690,22112000,60932,31251,14863,14365,260836,5044,252812,54900,240940,32895,3720,21780,4080,350,9618,31000,22479,18362,649900,7707,61579,14075,11424,82500,114400,57614,20104,28486,44711,158300,4784,9735,35951,20000,1783,730,138227,35079,10045,6047,25000,1554500,35076,4004,271950,7181,838825,767835,172135,2010765,22430,46784,265368,2929103,32298,186020,555200,124898,72700,626026,15043,33447,40371,11293,166706,7647,10312,21286,1988,68600,59500,5087,24307,57203,12853,44828,12896,1903404,794246,1109158,30660,57918,51991,7005,48547,3840610,111565,4666,35226,17428,58800,41622,679,10572,9123,,94607,206063,42095,32874,14056,5566,28523,33970,56953,2580,2045421,56739,14412,17800,230311,382790,35090,20270,70721,82,295124,42343,206242,85102
1997-01,1,1997,8891,23324,6155,32212,64760,79261,4815,67641,26364,4017,30140,56700,119558,30780,53150,123890,103392,12395,150713,96000,359720,108100,917938,15002,247280,306821,12293,10550,242997,8760,377680,351284,4437,5555,49742,23815,71980,34693,1159,1672200,37309,1880262,55403,4157,47320,49098,47936,25216,71816,27383,376200,13840,110500,55887,455331,4080,89260,7609,19991000,47060,78840,31130,11315,58936,22288000,62372,32343,11871,6662,269337,3504,434547,54500,274180,32895,3709,20129,4110,350,11176,31000,26019,12594,759000,7170,90300,13697,19609,75600,127100,67901,23346,43653,54300,207300,4079,15833,78550,20000,846,150,139000,34202,10203,6109,14556,1661400,35742,4237,303157,7696,790412,929780,171894,2242633,22430,39825,291291,2860051,32574,190960,563900,124374,62586,898039,15355,33861,40248,9757,164776,6069,11867,23909,11870,66400,50638,3637,24256,130885,13561,47103,24637,1999062,897195,1101867,32890,62273,59118,11035,48547,3475932,114480,3046,35200,16695,55300,41300,536,10572,7861,,120013,204500,38300,63936,13599,11163,91334,39778,62278,2930,2100197,54748,23234,78690,225391,399720,39490,21145,84803,,264569,41139,196236,77037
1997-02,2,1997,8891,23163,6155,31101,65126,78193,4887,61169,25871,4017,30080,42200,118290,26400,44390,113630,96502,4406,159748,94234,244750,99500,843456,10422,248350,296677,10969,9270,200937,8733,385859,270368,5343,4948,51134,12003,72258,33863,1257,1683400,38322,1633586,42979,3584,46660,48390,47600,23821,70273,34124,403900,13840,97200,55887,269676,2546,89190,7587,19321000,45110,69343,27300,11791,41066,22414000,44229,24924,10836,6014,254756,3404,394560,54000,244240,32353,3765,21151,3850,350,11570,31000,25958,10074,635100,6325,84105,13675,19275,69500,124200,39255,25318,39460,47221,191600,3988,13433,93921,20000,817,550,151636,26656,9882,5756,19400,1606300,35857,4311,260407,7638,714488,667964,177944,2056588,22430,42325,243155,2675667,32806,181370,586400,120597,59469,741253,13708,31810,40371,9845,158689,7162,11878,13794,9947,63500,47293,3688,23968,113640,14469,43459,20481,1978868,873717,1105151,31580,67454,64185,11375,46953,3574861,110919,2202,32303,16163,46900,41182,537,10398,4877,,77648,193727,37480,39298,9233,13960,43613,32954,56226,2080,2049100,55357,24000,89848,212027,415220,36370,20814,87562,,243304,40841,204445,46335
1997-03,3,1997,8891,23637,6048,28701,65693,78292,4731,74030,32196,3795,29010,43000,111350,32540,40780,120647,99020,4321,160632,90489,230280,103600,879279,10229,247800,291227,33683,9330,186627,8203,393360,282031,5217,4948,57372,12113,77915,33959,998,1726800,38515,1594960,42994,4458,46600,48284,46428,25495,63960,30360,469700,13840,100000,56237,275465,1541,94800,7600,18917900,46190,64857,21060,10167,53061,22786000,41242,21274,11773,7098,247592,5044,352924,54600,248640,31087,3845,22476,3840,350,11734,30650,25240,10414,586000,6033,81495,13844,19842,72000,120900,23149,21089,35119,43810,180800,3810,12608,86000,20000,865,650,140270,24940,8496,5637,17834,1600900,35480,3817,263920,7819,715434,652972,180377,2022330,22413,52303,225500,2962255,34397,175830,549700,117265,66675,679013,14602,32575,39869,10237,160598,7395,11815,25073,10360,65100,47382,2100,23828,110934,12643,39456,30946,2009693,924231,1085462,32110,67459,65957,14405,46258,3799737,104285,3965,30655,16222,44700,41050,660,9846,1233,,71181,204176,49429,40649,9415,15510,35896,31556,55420,3870,2112149,56971,25600,83967,209444,456840,35860,20857,70037,,243567,40781,239407,28906
