date,month,year,APN,ANT,AST,BRT,BRV,BRD,BTH,BLB,BOC,BMP,BQC,BWN,BWS,BDP,BIO,BUC,BCL,BTV,CCH,CVE,CMN,CFW,ALM,CPL,CSI,CAS,SLW,CHB,CHY,JNN,CLK,CLA,CGS,CMB,CTG,CYC,MNC,CNV,CUY,MHV,DLV,DNP,DON,DNL,DWN,EPK,ELC,ENR,ENG,FLR,FOL,FRL,FMD,FRD,MIL,GLK,GBR,GBL,PWL,GNT,DAV,HWE,HNS,HID,MEA,HNT,ICH,INL,MMW,INV,IRC,ISB,JCK,ATN,KNT,KRH,KES,LFY,LGT,HMT,HNN,HDG,LVD,TAH,LVY,LRA,LEW,LNG,LGV,CRW,LON,LSB,LWB,CRY,HHL,LYS,SWB,MPL,EDN,MRT,MAT,MHW,MCO,MCS,MMR,MDO,BER,MOR,MRR,NCM,NAT,BUL,MCR,NHG,NML,NCA,ONF,HTH,ORO,LOT,PAR,HVS,PRR,PLL,PNF,PT6,PT7,BIT,PRS,PYM,QUL,RLC,RDN,RLF,RLL,RTD,SDB,SLN,SLS,SNN,SAT,SGB,SNL,SLF,LUS,SPB,SVT,PRU,SGC,SFL,SHA,SHV,SIV,SKN,SLB,SLC,JNK,SOL,SLJ,SLK,SPG,SPM,STP,STG,SCC,STD,SW3,TRM,TAB,TMT,TNM,CLE,TUL,TLC,TWT,UNV,KLM,USL,VIL,TAE,VLP,WRS,WHR,WHI,WSN
2007-08,8,2007,5983,17422,450,24260,56280,46304,,36246,14600,,,45700,70169,12100,51900,16490,74600,31700,138623,32265,219480,22600,829000,16251,215159,296189,72389,8250,171700,8660,98380,84013,335,,59998,6200,50054,35844,488,1683700,36253,1301072,38341,8240,3003,24720,35516,23262,65534,12039,375647,6550,78862,32385,186410,932,49097,2741,12094900,32950,43250,22680,2798,10575,12578000,87879,38314,15482,6350,83961,20412,126193,46200,249300,18905,,22390,,,7836,19188,18210,13846,408700,6340,65801,14128,6454,63700,105100,49694,18650,31715,30510,111100,1913,15073,10435,15080,778,625,153455,31600,8480,5329,16206,1275883,8737,4285,118122,7764,656767,377288,136431,1491552,13632,49022,294000,1823397,33919,186690,585400,66012,34100,186556,12191,33123,35797,10400,159060,,7804,23989,9470,60600,38391,2910,15873,79041,17999,47350,793,476786,96410,380376,20030,61367,48700,7557,34867,2133899,88516,5450,39624,10985,29000,32953,,7522,8640,,103800,152300,20420,4729,15778,10687,14253,31622,55781,2650,1554134,64563,32190,,188261,164322,24900,26889,24334,,213436,31866,237482,55700
2007-09,9,2007,5468,15774,339,23923,55338,35530,,23435,11000,,,39700,61242,9470,49840,16175,67716,38300,132392,32020,213630,16400,797000,14433,210018,313096,73436,8080,142300,7200,125522,51602,262,,66880,5948,42877,29473,455,1544700,32724,1266000,33581,7750,455,23650,35205,22000,65503,12832,323046,6190,68870,31038,200237,1210,41808,2665,11929400,30200,41610,21000,3030,10361,12505000,47532,37688,14938,5503,67610,20412,114291,41500,246880,17667,,22545,,,7395,17747,17526,13693,330700,5940,64989,14315,4709,58500,89700,42970,18367,24115,29738,93250,2270,12290,14328,13960,780,612,163541,28300,8764,5535,13700,1243251,8449,3993,115340,8158,617540,326719,127113,1436983,12795,48411,262700,1568222,35228,178940,575700,66012,26400,185394,12191,33123,36388,7450,166159,,8709,13337,8270,50700,34261,2770,15126,63434,18287,45235,803,639414,194303,445111,18800,59432,34600,7767,31027,1879144,90275,4284,38633,11526,22428,30957,,7235,7700,,93200,149500,17440,3580,15565,8821,11896,33731,57304,4670,1461120,62310,24165,,166825,125522,23320,26450,9591,,206446,31143,236624,39100
2007-10,10,2007,5393,14531,270,23679,53748,27529,,21295,8443,,,33300,58995,8690,51800,15956,59936,42849,126756,31938,213950,16600,763000,13964,207598,296889,71368,8040,127817,5931,82870,44348,209,,44034,5793,35987,23062,431,1465400,30137,1239501,29009,4940,3402,23100,34896,21200,64089,2967,284151,6350,64458,30700,170872,4650,41750,2608,11809300,28540,41772,21060,3310,10219,12494000,56055,28436,14594,4219,61589,13971,108682,38435,244680,16409,,21927,,,7344,16835,16828,13577,273400,5151,64482,13941,3799,50045,90700,42570,18213,20552,36968,95405,2787,9079,19160,13773,783,635,144356,24998,8654,5535,13700,1231298,8087,4091,112460,7652,585715,300900,123217,1427769,12733,46259,232900,1446394,36925,164450,566400,67730,22200,190288,11579,28309,35563,7003,157581,,8709,16466,7260,49303,31037,2580,14600,48600,18297,44340,802,811518,327777,483741,18940,56211,19900,9267,31224,1800690,90275,3690,38085,9785,18324,29281,,6588,6910,,84000,149218,13330,3211,15488,7161,11875,29833,53480,3150,1427114,57557,17320,,148503,161713,21120,26085,9011,,200648,30430,206301,53200
2007-11,11,2007,5476,13411,195,23497,53748,23087,,20466,6200,,,32805,45280,10130,52720,15845,52606,38247,123327,32020,211560,18300,725935,12320,204718,264167,72121,8000,127532,,82540,40323,1599,,39969,5638,29065,21740,,1508800,29752,1221812,19599,3260,5459,22830,36103,20700,63800,1057,237321,6250,60279,30526,159822,4362,41779,2568,11619800,26650,41502,24120,3946,10347,12520000,56782,25641,14473,4544,60302,11552,107179,35200,207510,14913,,21580,,,7294,16665,16059,13517,234500,3826,60740,14479,3090,48339,98500,41338,18107,11354,43542,97346,3145,6328,22589,13785,780,701,125329,21993,9332,5486,18896,1222840,7930,3958,107587,7341,545297,266000,120574,1436349,14454,51126,204200,1275358,37833,166090,573400,67334,19358,198946,10938,32848,33642,7171,155354,,9812,16293,5970,62600,27151,2260,14234,31081,17327,45235,171,1038843,482202,556641,17990,58232,20500,13072,31991,1729679,89723,2250,39100,11043,14902,28108,,6270,6140,,75100,147700,13240,3520,13941,7177,13792,46878,71151,1970,1358783,55661,16300,,136036,186026,21350,26123,8544,,193741,29827,210634,51600
2007-12,12,2007,6103,12424,188,23649,53748,20822,,20727,5231,,,30500,33251,11060,56120,16118,52560,32276,121505,32020,199270,41400,710435,11935,203762,259359,72571,8060,148867,8722,84360,51602,208,,41696,5546,30329,22711,471,1565000,29434,1221812,13182,3260,8970,24770,38013,3470,64013,1090,222474,6260,56051,30537,180700,4150,42214,2798,11245800,25340,41935,26040,5215,11152,12860000,47305,25014,14634,4731,61651,10179,107443,34998,189912,14127,,20598,,,7498,16890,17231,13560,206500,2816,55492,13948,3114,45044,107000,41261,18037,8084,50324,102302,2447,4974,23912,14240,783,870,115362,20221,8939,5465,15228,1219734,7950,3928,107175,7575,528218,244600,119093,1451235,13072,44661,179256,1227133,39632,170560,556900,61768,22763,216165,12842,31481,33586,7049,162973,,10772,23790,4428,56500,36145,2100,14103,16100,17642,46781,3004,1313034,646403,666631,18325,64531,21200,14082,34012,1784100,78375,1628,37592,11124,15452,27884,,5732,5440,,68200,146300,15880,6166,10363,7491,19503,30348,54917,2390,1375252,53984,17320,,128157,292164,21950,26154,7491,,194102,29380,205240,42000
2008-01,1,2008,8891,11974,681,25476,57629,21525,,56047,4432,,,27900,27764,13360,54750,22395,51376,30634,189407,41287,200860,75300,729371,11409,223889,306323,73978,8620,149747,8991,88720,188000,6488,,28553,4061,69995,27415,1493,1662800,40070,1290962,7640,3540,15105,48570,44341,2220,63610,1135,277762,6550,51619,31379,217888,4290,43414,7018,10880000,23960,43972,29820,9941,17382,13017000,38692,24600,15400,4980,93426,9583,115307,36200,210040,21298,,22032,,,8403,23571,20468,13636,245400,2190,66619,13624,9207,43684,117200,40850,18923,3750,52851,112739,2428,4226,39712,15092,784,981,143149,17919,8677,5383,15340,1334521,8247,4121,190070,7139,545463,271500,138563,1488589,22430,47309,169968,1329605,42177,176260,555000,72254,57780,268992,13105,30160,33971,7220,163640,,11868,24477,2855,64100,49121,2040,24359,8970,17563,45642,21668,1542231,774158,768073,22700,72782,49200,15715,37384,2179031,72609,858,36554,10600,16163,28464,,10572,4910,,63400,147200,38410,8588,8624,8980,32190,28751,52901,4960,1420737,58375,18540,,127900,267810,25980,27626,8169,,249128,30228,208165,45749
2008-02,2,2008,8891,11759,1112,26983,60228,22230,,60272,7930,,,25900,22937,16070,54370,35203,53809,36687,194461,50629,206880,97800,738102,10746,229737,312242,71264,9040,152700,8819,95410,285499,7939,,24880,13850,80830,29295,2675,1593200,41099,1367788,6770,3550,18425,48600,50171,2670,64333,1312,371436,6650,47116,31812,263601,4280,44240,6965,10880351,22700,44364,29580,14547,29360,13062000,31587,21129,15800,4758,121556,8665,131230,36691,225700,28967,,21319,,,9668,27231,24991,8973,265000,1200,70615,14001,7882,44794,126200,29460,20337,3744,52033,123661,2830,3573,30411,16154,790,970,163000,19758,8851,5342,15772,1400278,8510,3884,235765,7847,575202,314200,156506,1531046,22430,42428,168044,1449003,43087,174220,550800,73391,55965,345742,15140,33255,34405,7410,136402,,11815,24278,1609,58859,49616,1870,24072,6388,17110,46618,35437,1774814,862224,912590,25440,77714,61200,16651,41866,2641041,79943,719,39378,11078,20032,30084,,10572,4420,,60316,144500,43770,19695,7625,15473,40292,44491,69152,2860,1485847,55476,22018,,128718,310269,28945,28466,9194,,251671,31245,211562,40084
2008-03,3,2008,8891,14488,3948,27507,62590,29306,,86198,17100,,,20600,33025,20420,56310,38464,55648,25978,195991,48202,210980,104500,778116,10180,227947,269625,72063,9010,167576,9041,136950,291300,7855,,24869,12430,80778,29786,2481,1617800,40576,1363961,6628,3910,21166,48270,54441,9450,63195,1252,451461,7130,49215,34013,284919,4370,62810,6974,10800000,22050,46412,30560,16044,34553,12940000,32092,20875,16134,15474,125050,6372,152042,38464,231740,28047,,20194,,,9880,28538,25522,9891,257600,1670,73115,13874,7073,48597,138300,28666,20477,7672,49143,144903,3578,4462,36914,17804,822,959,146250,17250,9102,5465,14364,1396600,8489,3975,226210,7584,646484,337400,157768,1488312,22351,41554,164196,1676803,42416,179990,551300,72161,57935,355727,12008,32765,34050,8720,157409,,11553,24915,1324,59434,48072,1400,23813,8030,16160,46943,36880,1690949,773656,917293,25170,81152,67200,16651,46910,2990558,87690,1082,37759,10821,36543,34308,,10094,3830,,65355,141200,49640,12969,6152,15592,42836,41446,64789,1700,1593325,56279,29556,,149476,410917,29420,27477,12002,,244514,31194,211173,43841
2008-04,4,2008,8620,17784,3822,27441,63009,45053,,91933,23700,,,28800,61117,18930,56540,39150,62104,30705,195117,47505,200140,101600,821793,10934,228202,288526,71577,8900,178800,9009,151240,275546,7113,,48662,12150,74556,36123,1184,1649800,41121,1385108,11869,6410,18796,48180,55665,26400,64639,6236,536798,8680,61900,36200,257445,6250,81056,6756,11194833,21560,49019,24320,16586,33058,12463000,46379,27216,17400,20914,100624,15347,191044,48000,232163,26308,,22859,,,10187,27746,23530,9891,252800,3295,72565,14158,5030,58253,133100,42592,20318,24158,44894,160400,3991,10343,119318,19676,817,953,144914,28379,8523,5465,15180,1364885,8306,3898,217690,7876,695857,359600,150000,1410347,22343,48544,166500,1707115,42081,174370,565800,70535,63264,415266,13619,32475,33767,11800,163300,,,25060,4067,62703,48337,1200,23585,40900,18397,45967,37405,1464301,623154,841147,23620,75699,68800,16792,46997,2954112,97239,3228,39954,11200,60900,36539,,9584,3670,,86833,142600,43760,22819,6467,15473,92762,44646,67918,3700,1669794,63616,24780,,188445,444971,28390,26184,18793,,239387,30785,238375,46700
2008-05,5,2008,8130,19245,,27441,62171,59824,,80410,30500,,,52700,118258,19300,55720,39140,76920,32576,191738,46031,175758,90500,879525,16407,225404,298421,71606,8720,244000,9011,150050,232736,5948,,111173,11965,68891,44076,869,1724800,40454,1344952,52319,9250,18150,48000,55765,26900,63233,42221,617057,12500,91087,34481,403448,14600,76890,6749,12812012,23960,49198,21080,15154,28232,12132000,84546,39072,17461,22803,83858,12267,251900,64600,223240,24529,,21744,,,10187,26562,23530,9992,300200,6231,71915,14068,2717,73854,116400,64796,20040,48817,43719,185343,5057,18318,120792,18740,785,947,169219,31699,8447,5527,16801,1325763,8306,3891,200945,8176,755556,449100,139314,1351193,21148,50779,317200,1765513,41891,189556,596300,70186,60491,529642,13677,21812,33868,21100,159728,,10972,24331,14544,64100,47945,2170,22944,114000,18557,45072,39735,1103441,375925,727516,21560,75499,69300,15299,44832,2806832,90229,8163,42100,10664,60239,36801,,9107,5050,,121223,148200,49480,32295,6478,14745,168636,25921,49711,3080,1664383,65252,29060,,234824,445746,26870,25956,40410,,233949,30228,237991,59587
2008-06,6,2008,7046,18531,3079,26853,60503,81416,,70370,31048,,,56400,109008,19920,56230,29234,80487,28351,187697,40461,162910,67300,901501,19184,222377,297804,71045,8520,255400,9034,136760,188553,4745,,113325,11549,65546,43195,768,1708600,40891,1347790,61834,9547,13246,47030,53848,23100,64417,57070,472791,13097,90514,31913,332747,17300,70852,5862,14970800,16170,47106,26990,12720,19674,11941000,87637,41885,17500,20100,61123,16734,251445,60300,217750,23500,,20770,,,9789,25407,21189,9921,291700,6339,70940,14524,1420,74913,112800,66217,19699,46247,42921,177656,5088,18098,119765,17440,773,866,172550,28541,8296,4417,16002,1278869,7852,3194,175560,8195,719116,457209,126348,1285061,19691,51100,357602,1521481,38705,187140,592000,68578,52400,414491,14756,32250,33743,21746,160784,,,24627,14394,62888,46059,3780,22110,129300,18658,47595,36076,667409,150852,516557,24190,63607,69200,13861,41423,2402186,120434,8292,38812,10069,48541,34697,,8637,8290,,122766,140500,42300,13692,7104,12883,133222,43490,67683,2260,1556470,65572,25822,,239779,407824,29670,25540,57085,,226161,29579,236433,63900
2008-07,7,2008,6337,17381,2324,26369,59542,68064,,58173,31200,,,48000,93310,14540,56640,17084,75911,35905,182085,37070,150660,45200,889621,17400,219623,305869,70176,8320,245100,8714,116990,148362,3490,,104550,11193,58475,42789,696,1665700,40169,1223572,56470,9120,5500,41220,52204,22800,65511,58923,348372,12283,79929,29858,215030,17200,61236,5735,15191500,18700,44729,27720,9647,10310,11890000,87665,39238,17165,16613,40310,13742,203175,52000,207700,22533,,22739,,,8880,24252,20153,9796,233200,5975,69100,14390,1274,67811,103300,56101,19315,38157,42568,155178,3114,16854,76105,15710,768,782,159284,24319,8447,5302,14150,1228709,7565,4176,150610,8456,639565,385441,111838,1200743,17673,43593,342576,1296076,37152,180111,577400,68235,43620,182384,14794,32607,37696,20747,162283,,9788,24663,13050,55097,42602,4260,21047,118291,18357,48085,28143,431820,55189,376631,24060,60960,68700,12256,37063,1905819,102290,6982,38338,9874,36502,31816,,8158,9930,,110000,131400,37050,7607,6960,10839,35569,40036,63989,1910,1402847,66044,24985,,222408,301216,29510,25030,48127,,217404,28841,237577,40900
2008-08,8,2008,5618,16177,1753,26016,57764,56114,,37924,31300,,,37900,66546,9220,49260,11313,69312,41345,177233,35174,150490,12100,839349,6912,215159,296635,72006,8110,231600,7976,93330,89714,2308,,64494,10841,50809,38455,636,1646000,39288,1110427,40120,8550,1320,38940,52443,21300,62811,36423,300287,11882,67978,27202,227723,17200,52353,5596,14802500,16730,42044,22030,6688,5254,11955000,87622,35360,16759,13239,28418,14082,144323,44500,196913,21561,,22507,,,8292,23229,19364,9683,153000,5466,65192,14038,1132,60646,91400,47760,18936,30548,42921,131629,1314,15944,17171,13850,767,721,143317,23780,8654,5452,18000,1183477,7248,4010,125653,7998,567818,320161,96975,1131486,15584,50939,308200,1127759,35716,173960,590500,68235,34208,128624,14485,22603,35891,18800,165892,,9180,24439,11263,60300,38267,4100,19940,103000,17682,47595,16209,269655,39085,230570,21690,58143,68000,10793,32295,1570784,84415,5868,39186,10641,22717,30138,,7696,8960,,97300,123100,36210,5359,6828,8835,13599,47910,72066,1800,1264440,64772,24985,,194973,215012,27590,24575,22601,,208806,28211,232351,47800
2008-09,9,2008,4924,15229,,25603,56280,38318,,22942,28500,,,32500,58549,5950,48630,11027,67763,42464,173280,33330,145770,2900,757540,1005,212214,267699,70941,7920,224300,6497,76870,54023,1386,,17155,10493,42524,31628,588,1585500,38170,1053229,30696,4050,1361,37570,54194,20000,69215,21695,269825,7390,58515,26192,198722,16200,44710,5403,14508577,15400,40009,19330,4770,4945,12013000,80337,32356,16000,10142,20710,21731,121768,39100,194685,20580,,21927,,,8211,22420,18780,9563,87420,4750,61810,14285,992,54216,85000,41349,18664,24450,41697,117394,1481,12745,13095,12172,774,717,134679,25571,9080,5465,18068,1151049,6974,4067,122603,8078,522525,279518,87379,1099283,13462,50353,275850,1097190,33532,162520,583700,68524,26300,121142,13544,33085,37454,14600,163489,,8835,16056,9838,45522,33649,3610,19017,93800,18840,47187,2493,236625,36884,199741,20330,55776,47900,9744,27909,1384481,84521,3955,37498,9351,11328,29051,,7286,8119,,86514,115700,31980,4171,6710,7673,11241,37104,60498,1800,1136968,61107,17320,,170758,159759,25720,24167,19696,,201896,27592,231625,86700
2008-10,10,2008,4672,14409,,25256,55206,25375,,22914,16700,,,31335,50082,5560,49500,10865,61454,39508,168700,32672,145000,3800,713161,1000,209293,228972,69304,7850,217872,5838,78960,45555,754,,25768,10242,38362,24916,551,1443900,39008,1026576,25779,3235,1890,36460,55171,19600,65837,6350,234433,6926,53194,25379,169324,17228,43974,3389,14172000,12470,38884,19670,3773,4850,12213000,83289,31977,14358,4195,19750,21797,111237,32607,192835,18866,,21799,,,8103,21300,17830,9505,38840,3546,58828,14330,910,38366,85000,40230,18446,21047,45170,104135,2743,9027,17783,11964,775,702,103290,21800,8843,5459,13295,1133316,6744,4160,120050,7391,488384,257800,83167,1103728,13519,50726,245549,1029201,33020,159390,552800,73803,21356,122401,12104,32711,35027,9838,163224,,8616,13539,8828,42034,29253,3425,18283,71361,17959,46048,702,254136,107216,146920,18600,51842,26200,10875,26124,1282770,88325,3600,36605,8946,19822,26554,,6866,7386,,75300,112725,19970,3580,6617,6689,11666,30998,55010,3000,1033436,52646,9257,,157669,150660,25500,23792,18343,,195119,26889,205034,70388
2008-11,11,2008,4396,14189,1500,25224,54808,25131,,22484,10500,,,33654,39511,7860,53110,10885,55902,37650,166693,32346,138560,7300,706578,1178,208081,237071,72063,7840,240766,8298,77510,44750,552,,42102,10075,36505,21919,560,1494300,35078,1035928,24905,3390,4033,36440,55071,14900,66008,1120,209395,7290,54525,25447,179806,17300,43858,3111,13965600,10700,39144,25530,4409,4770,12157000,81449,29503,14392,4519,19509,21249,110831,31243,177900,17263,,20581,,,8103,21269,17414,9503,26720,2877,57888,14263,900,38920,92400,40695,18358,18163,49337,105657,2970,9742,25599,12130,776,751,74529,23700,9027,5649,15934,1128827,6691,4176,102020,8035,475970,256800,80051,1123012,13849,42376,240260,999087,31517,166530,571300,74009,18064,152883,14038,31154,33529,9629,160859,,8943,20565,9179,56661,26501,3321,17799,56453,17248,45560,2352,410393,185232,225161,18460,48483,28224,15392,27175,1331169,91749,3632,40227,11474,18321,25661,,6498,6837,,71000,107900,21550,4901,6594,6722,21393,34346,58226,3540,995449,43177,9110,,147496,191391,25620,23677,18287,,189515,26381,207274,53164
2008-12,12,2008,4350,13922,,25698,55338,21716,,22086,6480,,,30178,27162,9530,54470,11292,54295,36599,164678,30895,137200,19500,706578,1408,207358,246316,70195,7880,244197,9077,78630,46360,682,,43873,9991,34974,22904,924,1584700,30314,1045000,18985,3530,5441,36640,58340,6919,64632,1120,217975,7323,49130,25515,193948,16645,44890,3389,13540900,8230,39222,27130,5684,4719,12496000,69836,27413,14641,4731,19648,11252,116888,31528,177725,15958,,21199,,,8347,21513,20034,9999,25510,2864,57516,14046,992,38209,100300,40306,18327,12222,51476,91032,2214,7387,34259,12560,784,964,75213,17500,9027,5465,13400,1126999,6814,3921,100033,7670,460199,249800,79562,1145886,14259,54266,224345,981102,32094,167220,557600,69527,15699,178688,14238,33379,33552,9908,167639,,11841,19948,6364,54908,34060,3294,17557,42704,17543,43855,4038,480017,221880,258137,19250,46057,31025,18775,28911,1361975,92531,2320,35642,11200,10959,24902,,6176,6150,,65700,101300,23520,7146,7068,9338,16313,36115,59313,2390,978437,37473,14752,,141947,221098,25830,24073,17675,,186512,26017,205535,43506
2009-01,1,2009,4980,14182,1188,25603,55740,27626,,22793,7850,,,29016,35528,12920,55820,14126,56409,35613,162558,26299,141640,18880,730977,1751,206156,253180,70016,7880,248658,8425,79760,45555,785,,52631,9950,31154,26931,921,1646600,29446,1098972,20939,3702,6903,36820,59525,14300,65309,1178,245599,7708,52930,25749,228577,15228,44506,3452,13154600,6450,39092,28930,6242,8890,12572000,62236,27507,14952,5036,19670,13378,124967,32143,177375,13537,,21587,,,8375,21425,19325,10160,32770,3225,57422,14120,1043,39809,106700,43640,18340,5760,47636,96180,3450,7838,56060,13867,788,964,93072,18500,6355,4453,13715,1123009,6814,3575,101755,7539,476213,283900,81472,1167778,14186,42119,243100,1020262,31846,175170,555000,62861,14084,227437,14669,32989,33642,9868,166070,,11815,23420,5096,59181,42138,3030,17362,36501,16880,42258,5470,701877,310500,391377,19660,43099,32693,18185,31114,1416145,96168,1254,35429,11200,18102,25841,,5293,5530,,66500,94600,27100,11797,7129,10484,34948,37282,61802,3620,981678,45265,17660,,149886,269896,25980,24001,17892,,181141,25567,205653,36968
2009-02,2,2009,8891,16001,3224,26465,57359,34750,,38960,7410,,,34491,51168,15740,56420,20628,63733,41086,167264,39917,156580,58120,769204,2226,207358,275177,71473,8330,237507,8688,82370,120800,2770,,55072,12719,43488,30685,2048,1679300,33488,1199959,15061,4070,9914,43106,62852,15951,62146,1219,422261,8498,61594,26291,298397,11300,47310,5089,12937756,7420,40566,32320,8722,15549,12539000,48929,28871,15060,6769,31712,9366,131533,35228,180203,17378,,22371,,,8852,26623,21746,11378,41280,5310,56770,14195,5968,48826,114800,44010,18793,7119,52009,99931,3970,8026,53140,16060,803,953,114651,21700,6593,5309,13430,1204803,6903,3716,126415,8087,575030,328100,94107,1207877,22430,50593,236196,1360571,32723,175640,544200,58914,49300,286082,15059,33421,33880,10200,165498,,11657,24847,4707,66400,49984,2830,17421,39100,17682,43139,12889,820771,342915,477856,24670,43840,39184,20177,36814,1960458,97258,897,42091,7920,33700,28855,,9251,5082,,70400,91232,40590,20066,4934,12135,34525,43797,66481,2450,1032710,55552,22209,,157042,310269,29830,25510,18512,,212284,25612,211083,33547
2009-03,3,2009,8891,21647,5643,26562,59130,51894,,75507,18800,,,39084,65556,16200,59600,27293,74532,40248,168791,48703,202460,93650,826350,2962,206636,280406,70572,8600,227895,8735,89500,168600,3037,,59469,12719,53650,31875,2139,1654700,38744,1346844,12090,4200,15176,48210,63392,24500,61812,1366,745863,9557,75702,28617,390861,5862,56278,5098,12773600,9990,46903,32070,9334,23085,12164000,42291,28436,14884,10482,47564,9841,143517,42300,190278,20121,,20019,,,9023,29058,21674,11741,81340,6510,60162,14001,9287,64674,123300,35201,19493,14114,54745,121783,3988,10550,79221,20000,818,634,122669,21400,8785,5383,15276,1259260,6796,4098,145373,7670,772971,396500,119117,1288019,22377,41554,243668,1977695,33063,178480,556500,61820,70758,356955,9450,32165,34301,10300,167716,,11500,24744,5225,66300,48294,2690,16996,53463,17256,47677,16987,1006276,408942,597334,26350,42556,42746,21126,46794,2880614,101126,2833,36697,11100,54329,37487,,10374,4611,,85300,89700,48660,29504,3674,12930,63785,33697,56130,3540,1193799,56387,23358,,180282,400095,31930,25705,20597,,228897,25299,212939,37907
2009-04,4,2009,8770,23352,6088,26465,59542,69222,,79909,26300,,,47800,90601,15010,59590,29073,84448,41498,166379,45254,230340,92980,867274,5827,204956,255107,71530,8520,244369,9012,89500,161564,2833,,69410,11734,52208,34287,932,1701700,38911,1419267,28065,8240,12387,47094,65083,24751,61746,2488,780450,11599,97227,29827,486005,5150,57620,5145,12857547,13750,49736,32620,8733,27258,11604000,57774,31825,15790,15621,48965,11163,170598,55000,179670,18950,,21199,,,9081,28115,20074,11703,89840,7453,54142,14465,9342,76453,124200,43439,19334,29447,53365,145490,4008,17618,121236,20000,803,663,125239,21100,8919,5465,15196,1235785,6709,4019,134805,8007,817896,487800,114132,1270338,22157,45080,286350,2055092,34526,177820,594500,61630,67343,457675,13783,32071,36626,14800,167741,,11422,24915,10404,66300,48082,2980,16425,83600,18589,47350,19128,959210,366792,592418,26180,40755,44122,25252,47786,2998247,108088,4429,39623,10213,53535,41201,,9811,4545,,115000,96947,46500,37995,3807,13753,114653,46129,69548,1860,1261792,60895,24780,,212568,420204,32090,25562,28582,,225487,24813,238375,60933
2009-05,5,2009,8794,22788,5713,26112,58718,96989,,90972,30207,,,62200,127911,19300,59450,29924,99165,41681,162287,45352,318090,92040,929712,17305,202335,256221,71045,8440,274252,9013,69810,154130,2208,,120415,11549,56931,34391,844,1736200,38862,1716331,61061,9590,10417,36190,65580,27499,64693,59819,933141,14200,132700,27486,518081,15492,52849,4806,14751200,20060,50850,32650,7822,32187,11217000,87594,42739,17574,20316,48991,18157,249178,67015,165010,20053,,20135,,,8966,27815,18362,11609,184600,7656,53698,13978,8859,85053,130500,67227,19080,49289,56279,204595,5364,18217,121147,20000,789,612,123941,25700,8341,5465,18158,1208920,6483,4121,121320,8511,929339,672500,107075,1333235,20969,44479,348600,2282265,35716,198750,593800,62062,67877,745662,13919,33214,38355,30200,168780,,11239,24421,14868,66300,46514,4808,15816,140321,18589,46129,20054,710595,214075,496520,27580,37805,44599,23884,48366,3118941,131836,8726,43559,10388,58940,41033,,9487,7879,,174170,125100,45067,39055,3773,13480,182839,25621,49453,2140,1290909,64772,23358,,263378,448145,31800,25225,58195,,224391,24332,239015,94295
2009-06,6,2009,8103,22287,4933,25762,57224,97263,,90546,29622,,,63800,114589,27370,58860,28812,99635,38801,158271,43059,330250,82800,947098,21760,199733,252074,71958,8270,269355,9032,35280,123673,2270,,112876,11105,56696,34104,800,1669200,38150,1761177,63342,9530,10070,32760,66636,26630,65736,61226,855287,13930,129300,26015,520039,17403,48040,4388,16061000,31610,49377,33510,5728,28433,11071000,87994,43030,17567,19405,36394,17703,234224,63780,147265,19460,,22651,,,8625,26669,17231,11502,189500,7486,52901,14135,8333,84538,137000,68271,18757,49537,56150,201140,5439,18285,113412,19369,778,605,132146,25600,8391,5459,17464,1125566,6246,4075,107863,8401,860003,662300,95122,1299636,18922,47598,360360,2057141,35494,195360,589500,62670,61253,605243,14856,33067,36518,26800,166528,,11031,24766,14845,64497,45539,6387,15511,136247,18541,46862,1396,350801,770,350031,27760,35556,44191,22901,46446,2797114,130995,8560,41434,10616,54537,39765,,9016,10661,,179000,128000,34770,39055,3715,13230,109448,34793,58481,3150,1263804,64065,26710,,262684,411666,30540,24874,76153,,217964,23431,237641,105017
2009-07,7,2009,7551,20779,,25193,56010,90089,,70930,31472,,,55060,95828,22950,57590,17000,93269,37027,152520,40645,329580,48840,891597,20697,196451,237503,70676,8050,261955,9045,36380,90122,2246,,98053,10929,54593,34051,716,1654400,37438,1629000,52358,9153,4700,31100,65083,22797,64509,38950,601048,13528,118300,23646,430079,17044,38658,3872,16138000,37390,46845,33470,3814,20190,10978000,87908,40284,17235,14699,16374,18157,178442,55536,128690,18636,,22557,,,8184,25486,15658,11365,138400,7059,51598,14038,7187,82825,141400,62545,18362,40374,54618,181476,4432,17129,85400,17791,774,564,147791,24900,8407,5397,16614,1076971,5966,4152,88230,8446,758088,578200,80858,1224270,16887,51875,349770,1553150,34701,188450,582100,62965,52577,347255,14530,33338,36865,23600,164839,,10618,24667,14200,63870,42519,7251,14645,119327,18735,48085,1368,380491,0,380491,26230,34737,43992,21498,41634,2325795,119936,7279,38211,11210,39225,36929,,8481,12992,,168000,123400,33992,10261,3617,13030,31789,43567,67241,4130,1149502,65800,29556,,243736,283938,28580,24160,84143,,210136,22799,237768,92095
